CompoundID,Product,MW,logP,PSA,ROTN,HBD,HBA,RCount,ARCount,Fsp3,HeavyAcount,Potential Hit,
544,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2cc(Cl)cc(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,493.36,1.97,175.63,10,7,12,3,3,0.26,33,no,0
545,CC[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CC(N)=O)C(=O)NC)n1)C(N)=O,419.45,-1.28,218.72,11,9,14,2,2,0.44,30,no,0
546,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2ccc(F)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,476.9,1.45,175.63,10,7,12,3,3,0.26,33,no,0
556,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2ccc(C)nc2)nc(Nc2cc(C)n[nH]2)n1,425.46,0.5,188.52,9,7,13,3,3,0.28,31,no,0
558,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N(CC(C)C)CC(C)C)n1,446.56,1.17,166.84,12,6,12,2,2,0.6,32,no,0
564,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCOCC2)n1,404.44,-1.11,176.07,8,6,13,3,2,0.5,29,no,0
569,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)(C#N)C(C)C)n1,429.49,0.4,199.42,10,7,13,2,2,0.5,31,no,0
576,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1,476.9,1.45,175.63,10,7,12,3,3,0.26,33,no,0
581,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2cc(F)ccc2Cl)nc(Nc2cc(C)n[nH]2)n1,476.9,1.45,175.63,10,7,12,3,3,0.26,33,no,0
582,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCc3ccccc32)n1,450.51,1.15,175.63,9,7,12,4,3,0.33,33,no,0
583,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCC2CCCCO2)nc(Nc2cc(C)n[nH]2)n1,432.49,0.03,184.86,10,7,13,3,2,0.56,31,no,0
585,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)CC#N)n1,387.41,-0.99,190.63,9,6,13,2,2,0.4,28,no,0
586,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N2C(C)CCC2C)n1,416.49,0.43,166.84,8,6,12,3,2,0.56,30,no,0
590,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CC(=O)N(Cc3ccccc3)C2)n1,507.56,0.26,195.94,11,7,14,4,3,0.35,37,no,0
591,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(OC)c2)n1,494.56,1.4,176.07,10,6,13,4,3,0.39,36,no,0
596,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)C2CCCCC2)n1,444.54,1.43,175.63,10,7,12,3,2,0.6,32,yes,1
597,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2ccccc2F)nc(Nc2cc(C)n[nH]2)n1,442.46,0.8,175.63,10,7,12,3,3,0.26,32,no,0
599,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)c(C)c(C)c2)nc(Nc2cc(C)n[nH]2)n1,452.52,1.72,175.63,9,7,12,3,3,0.33,33,no,0
602,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCN(C(=O)c3ccco3)CC2)n1,497.52,-0.4,200.29,9,6,15,4,3,0.38,36,no,0
604,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2ccco2)n1,428.46,0.28,179.98,10,6,13,3,3,0.33,31,no,0
607,CCCC[C@H](C)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CC(N)=O)C(=O)NC)n1,418.51,1.04,175.63,12,7,12,2,2,0.56,30,no,0
608,CCCC(C)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CC(N)=O)C(=O)NC)n1,404.48,0.65,175.63,11,7,12,2,2,0.53,29,no,0
609,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCCc2cccc(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,472.94,1.36,175.63,11,7,12,3,3,0.3,33,no,0
610,C=CCN(CC=C)c1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CC(N)=O)C(=O)NC)n1,414.47,0.23,166.84,12,6,12,2,2,0.33,30,no,0
626,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2cc(C)cc(C)c2)nc(Nc2cc(C)n[nH]2)n1,452.52,1.28,175.63,10,7,12,3,3,0.33,33,no,0
632,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2ccccc2C(F)(F)F)nc(Nc2cc(C)n[nH]2)n1,492.47,1.68,175.63,10,7,12,3,3,0.3,35,no,0
647,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCCc2cccc(OC)c2)nc(Nc2cc(C)n[nH]2)n1,468.52,0.71,184.86,12,7,13,3,3,0.33,34,yes,1
650,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2ccc(F)cc2Cl)nc(Nc2cc(C)n[nH]2)n1,476.9,1.45,175.63,10,7,12,3,3,0.26,33,yes,1
651,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)C2)n1,416.49,0.28,166.84,8,6,12,3,2,0.56,30,no,0
652,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,510.46,1.82,175.63,10,7,12,3,3,0.3,36,yes,1
656,CNC(=O)[C@@H](CC(N)=O)Nc1nc(Nc2cc(COC)[nH]n2)nc(N2CCCC2c2cccc(C)c2)n1,508.59,1.54,176.07,11,6,13,4,3,0.42,37,no,0
658,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCCc2ccc(Cl)cc2Cl)nc(Nc2cc(COC)[nH]n2)n1,537.41,1.85,184.86,13,7,13,3,3,0.33,36,no,0
661,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(COC)[nH]n2)n1,506.93,1.29,184.86,12,7,13,3,3,0.3,35,no,0
665,CCCC[C@@H](C)Nc1nc(NCC2CCCCC2)nc(N[C@H](CC(N)=O)C(=O)NC)n1,434.59,2.26,146.95,13,6,10,2,1,0.76,31,no,0
666,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NCc2sccc2C)nc(Nc2cncc(C#N)c2)n1,466.53,1.27,183.63,10,6,12,3,3,0.25,33,no,0
671,CNC(=O)[C@@H](CC(N)=O)Nc1nc(NC(C)c2ccccc2F)nc(N2CCCC2c2ccccc2)n1,506.59,2.93,138.16,10,5,10,4,3,0.35,37,no,0
676,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(Nc2cc[nH]n2)nc(N2CCCC2c2cccc(C)c2)n1,511.63,3.78,114.96,9,3,10,5,4,0.32,38,no,0
677,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCCc2cccc(Cl)c2)nc(Nc2cc[nH]n2)n1,506.01,3.44,123.75,11,4,10,4,4,0.24,36,no,0
686,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCCOc2ccccc2)nc(Nc2cc(C)n[nH]2)n1,501.6,2.93,132.98,12,4,11,4,4,0.27,37,no,0
690,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2ccccc2OC(F)F)nc(Nc2cc(C)n[nH]2)n1,537.58,3.65,132.98,12,4,11,4,4,0.27,39,no,0
694,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1,554.49,4.4,123.75,11,4,10,4,4,0.27,38,no,0
698,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCC2CCCCC2)nc(Nc2cc(C)n[nH]2)n1,477.62,3.43,123.75,10,4,10,4,3,0.48,35,no,0
701,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2cccc(OC(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,555.57,3.95,132.98,11,4,11,4,4,0.27,40,no,0
703,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2ccc(C)c(F)c2)nc(Nc2cc(C)n[nH]2)n1,503.59,3.5,123.75,10,4,10,4,4,0.27,37,yes,1
707,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCCC2OCCO2)nc(Nc2cc(C)n[nH]2)n1,481.56,1.62,142.21,11,4,12,4,3,0.43,35,no,0
708,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCCc2cccc(F)c2)nc(Nc2cc(C)n[nH]2)n1,503.59,3.23,123.75,11,4,10,4,4,0.27,37,no,0
709,CCNc1nc(Nc2cc(C)n[nH]2)nc(N(C)[C@H](Cc2ccccc2)C(=O)NC)n1,409.5,1.87,123.75,9,4,10,3,3,0.35,30,no,0
714,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCC2CCOCC2)nc(Nc2cc(C)n[nH]2)n1,479.59,2.28,132.98,10,4,11,4,3,0.46,35,no,0
716,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1,477.62,3.07,114.96,8,3,10,4,3,0.48,35,yes,1
718,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N(C)[C@@H](C)c2ccccc2)n1,499.62,3.64,114.96,10,3,10,4,4,0.3,37,no,0
720,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2OC)n1,541.66,3.79,124.19,10,3,11,5,4,0.34,40,no,0
724,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CC(C)C)C(N)=O)n1,494.6,1.75,166.84,12,6,12,3,3,0.42,36,no,0
733,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2cccc(OC(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,537.58,3.65,132.98,12,4,11,4,4,0.27,39,no,0
736,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2ccc(F)cc2)nc(Nc2cc(C)n[nH]2)n1,489.56,3.19,123.75,10,4,10,4,4,0.24,36,no,0
737,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)C2CCCCC2)n1,491.64,3.82,123.75,10,4,10,4,3,0.5,36,no,0
751,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2ccccc2F)nc(Nc2cc(C)n[nH]2)n1,489.56,3.19,123.75,10,4,10,4,4,0.24,36,no,0
754,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(Cl)cc2Cl)n1,554.49,4.92,123.75,10,4,10,4,4,0.27,38,no,0
756,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1,557.56,4.21,123.75,10,4,10,4,4,0.27,40,no,0
758,CCOc1ccccc1CNc1nc(Nc2cc(COC)[nH]n2)nc(N(C)[C@H](Cc2ccccc2)C(=O)NC)n1,545.65,3.29,142.21,14,4,12,4,4,0.32,40,no,0
759,CNC(=O)[C@@H](Cc1ccccc1)N(C)c1nc(NCc2cc(F)ccc2Cl)nc(N2CCC(C#N)C2)n1,523.02,3.42,110.07,9,2,9,4,3,0.35,37,no,0
763,CNC(=O)C[C@@H](Nc1nc(Nc2cc[nH]n2)nc(N(C)Cc2cccc(Br)c2)n1)C(C)C,502.42,3.31,123.75,10,4,10,3,3,0.38,32,no,0
765,CNC(=O)C[C@@H](Nc1nc(Nc2cc[nH]n2)nc(N2CCC(C)(C)CC2)n1)C(C)C,415.55,2.54,123.75,8,4,10,3,2,0.65,30,yes,1
768,CNC(=O)C[C@@H](Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1)C(C)C,479.59,3.26,132.98,10,4,11,4,3,0.46,35,no,0
769,CNC(=O)C[C@@H](Nc1nc(Nc2cc[nH]n2)nc(N[C@H](C)c2cccc(F)c2)n1)C(C)C,441.52,3.22,132.54,10,5,10,3,3,0.38,32,no,0
777,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCC(SC)CC2)n1)C(C)C,475.67,3.37,123.75,10,4,10,3,2,0.68,33,no,0
778,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1)C(C)C,505.67,4.68,123.75,10,4,10,4,3,0.52,37,no,0
783,CNC(=O)C[C@@H](Nc1nc(NCc2ccccc2OC(F)F)nc(Nc2cc(C)n[nH]2)n1)C(C)C,489.53,3.43,141.77,12,5,11,3,3,0.41,35,no,0
788,CNC(=O)C[C@@H](Nc1nc(NCc2ccc(Cl)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1)C(C)C,492.42,4.14,132.54,10,5,10,3,3,0.38,33,no,0
794,CNC(=O)C[C@@H](Nc1nc(NCC2CCCCC2)nc(Nc2cc(C)n[nH]2)n1)C(C)C,429.57,3.21,132.54,10,5,10,3,2,0.67,31,no,0
795,CNC(=O)C[C@@H](Nc1nc(Nc2ccc(Cl)cc2)nc(Nc2cc(C)n[nH]2)n1)C(C)C,443.94,3.62,132.54,9,5,10,3,3,0.35,31,no,0
798,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)c2ccc(Br)cc2)n1)C(C)C,516.45,4.15,132.54,10,5,10,3,3,0.41,33,no,0
800,CNC(=O)C[C@@H](Nc1nc(NCc2cccc(OC(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1)C(C)C,507.52,3.73,141.77,11,5,11,3,3,0.41,36,no,0
801,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2cccs2)n1)C(C)C,443.58,2.92,123.75,10,4,10,3,3,0.45,31,no,0
805,CNC(=O)C[C@@H](Nc1nc(NCc2ccc(Cl)cc2Cl)nc(Nc2cc(C)n[nH]2)n1)C(C)C,492.42,4.14,132.54,10,5,10,3,3,0.38,33,no,0
811,CC[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](CC(=O)NC)C(C)C)n1)c1ccccc1,451.58,3.78,132.54,11,5,10,3,3,0.43,33,no,0
812,CNC(=O)C[C@@H](Nc1nc(NCCCc2ccccn2)nc(Nc2cc(C)n[nH]2)n1)C(C)C,452.57,2.66,145.43,12,5,11,3,3,0.45,33,no,0
816,CCc1ccc(CN(C)c2nc(Nc3cc(C)n[nH]3)nc(N[C@H](CC(=O)NC)C(C)C)n2)cc1,465.61,3.42,123.75,11,4,10,3,3,0.46,34,no,0
819,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1)C(C)C,429.57,2.85,123.75,8,4,10,3,2,0.67,31,yes,1
822,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2F)n1)C(C)C,455.54,3.53,132.54,10,5,10,3,3,0.41,33,yes,1
825,CNC(=O)C[C@@H](Nc1nc(NCCc2ccccc2Cl)nc(Nc2cc(C)n[nH]2)n1)C(C)C,472,3.53,132.54,11,5,10,3,3,0.41,33,no,0
827,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2OC)n1)C(C)C,493.62,3.57,132.98,10,4,11,4,3,0.48,36,no,0
829,CNC(=O)C[C@@H](Nc1nc(NCCC2=CCCCC2)nc(Nc2cc(C)n[nH]2)n1)C(C)C,441.58,3.52,132.54,11,5,10,3,2,0.59,32,yes,1
836,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3cnccn3)CC2)n1)C(C)C,480.58,1.34,152.77,9,4,13,4,3,0.5,35,no,0
837,CNC(=O)C[C@@H](Nc1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C)n[nH]2)n1)C(C)C,475.96,3.62,132.54,10,5,10,3,3,0.38,33,no,0
839,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCc3ccccc32)n1)C(C)C,449.56,3.32,132.54,9,5,10,4,3,0.43,33,no,0
840,CNC(=O)C[C@@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)C2)n1)C(C)C,415.55,2.46,123.75,8,4,10,3,2,0.65,30,no,0
841,CNC(=O)C[C@@H](Nc1nc(NCc2ccc(F)c(C(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1)C(C)C,509.51,3.99,132.54,10,5,10,3,3,0.41,36,no,0
846,CNC(=O)C[C@@H](Nc1nc(NCc2ccc3c(c2)OCO3)nc(Nc2cc(COC)[nH]n2)n1)C(C)C,497.56,2.4,160.23,12,5,13,4,3,0.43,36,no,0
854,CNC(=O)C[C@@H](Nc1nc(NCCc2ccc(Cl)cc2Cl)nc(Nc2cc(COC)[nH]n2)n1)C(C)C,536.47,4.02,141.77,13,5,11,3,3,0.43,36,no,0
860,CNC(=O)C[C@H]1CCCN1c1nc(NCc2cccc(Cl)c2F)nc(Nc2cc(C(C)C)n[nH]2)n1,502,3.97,123.75,9,4,10,4,3,0.43,35,yes,1
872,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCOC(C)(c3ccc(F)cc3)C2)n1,509.59,2.64,124.19,7,3,11,5,3,0.48,37,no,0
873,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(N(C)Cc2cccc(Br)c2)n1,514.43,3.15,114.96,8,3,10,4,3,0.41,33,yes,1
879,CNC(=O)C[C@H]1CCCN1c1nc(NCc2ccc(Cl)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1,490.4,3.67,123.75,8,4,10,4,3,0.38,33,no,0
893,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCN(c3ccccc3)CC2)n1,476.59,2.08,118.2,7,3,11,5,3,0.46,35,no,0
895,CNC(=O)C[C@H]1CCCN1c1nc(NCCCc2ccccc2)nc(Nc2cc(C)n[nH]2)n1,449.56,2.8,123.75,10,4,10,4,3,0.43,33,no,0
901,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC3(CNC(=O)C3)C2)n1,468.57,0.86,144.06,6,4,12,5,2,0.64,34,no,0
902,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccnc2)n1,462.56,2.49,127.85,7,3,11,5,3,0.48,34,no,0
903,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1,427.56,2.38,114.96,6,3,10,4,2,0.67,31,yes,1
909,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2F)n1,453.53,3.06,123.75,8,4,10,4,3,0.41,33,no,0
912,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C(=O)NC)C(C)(C)C)n1,458.57,1.32,152.85,8,5,12,3,2,0.62,33,no,0
917,CNC(=O)C[C@H]1CCCN1c1nc(NCCCN2CCCC2=O)nc(Nc2cc(C)n[nH]2)n1,456.56,1.18,144.06,10,4,12,4,2,0.62,33,yes,1
920,CNC(=O)C[C@H]1CCCN1c1nc(NCCOC(C)C)nc(Nc2cc(C)n[nH]2)n1,417.52,1.59,132.98,10,4,11,3,2,0.63,30,no,0
926,CNC(=O)C[C@H]1CCCN1c1nc(Nc2cc(C)n[nH]2)nc(NC2CCc3ccccc32)n1,447.55,2.85,123.75,7,4,10,5,3,0.43,33,no,0
927,CNC(=O)C[C@H]1CCCN1c1nc(NCc2ccccc2F)nc(Nc2cc(C)n[nH]2)n1,439.5,2.5,123.75,8,4,10,4,3,0.38,32,yes,1
932,CNC(=O)C[C@H]1CCCN1c1nc(NCc2sccc2C)nc(Nc2cc(C)n[nH]2)n1,441.57,2.73,123.75,8,4,10,4,3,0.45,31,no,0
934,CNC(=O)C[C@H](Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2cccc(C)c2)n1)c1ccccc1,497.61,4.28,123.75,9,4,10,5,4,0.3,37,no,0
936,CNC(=O)C[C@H](Nc1nc(Nc2cc[nH]n2)nc(N2CCCC2c2ccccc2OC)n1)c1ccccc1,513.61,3.98,132.98,10,4,11,5,4,0.3,38,no,0
945,CNC(=O)C[C@H](Nc1nc(Nc2cc[nH]n2)nc(N[C@H](C)c2cccc3ccccc23)n1)c1ccccc1,507.6,4.95,132.54,10,5,10,5,5,0.18,38,no,0
949,CNC(=O)C[C@H](Nc1nc(NCc2cccc(C(F)(F)F)c2)nc(Nc2cc[nH]n2)n1)c1ccccc1,511.51,4.26,132.54,10,5,10,4,4,0.21,37,no,0
952,CNC(=O)C[C@H](Nc1nc(Nc2cc[nH]n2)nc(N2CCC(C)(C)C2)n1)c1ccccc1,435.54,2.86,123.75,8,4,10,4,3,0.41,32,no,0
954,CNC(=O)C[C@H](Nc1nc(Nc2cc(C(C)C)n[nH]2)nc(N(C)Cc2cccc(F)c2)n1)c1ccccc1,517.61,4.53,123.75,11,4,10,4,4,0.3,38,no,0
955,CNC(=O)C[C@H](Nc1nc(NCc2cc(F)ccc2Cl)nc(Nc2cc(C(C)C)n[nH]2)n1)c1ccccc1,538.03,5.16,132.54,11,5,10,4,4,0.27,38,no,0
962,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CC(C)CC(C)C2)n1)c1ccccc1,463.59,3.42,123.75,8,4,10,4,3,0.46,34,no,0
964,CNC(=O)C[C@H](Nc1nc(NCCc2cccnc2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,472.56,2.99,145.43,11,5,11,4,4,0.25,35,no,0
965,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(Nc2ccccc2N)n1)c1ccccc1,458.53,3.26,158.56,9,7,11,4,4,0.17,34,no,0
971,CNC(=O)C[C@H](Nc1nc(NCc2ccc(Cl)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,526.43,4.85,132.54,10,5,10,4,4,0.21,36,no,0
974,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@H](C)c2ccc(Br)cc2)n1)c1ccccc1,550.47,4.87,132.54,10,5,10,4,4,0.24,36,no,0
976,CCCCC(C)Nc1nc(Nc2cc(C)n[nH]2)nc(N[C@@H](CC(=O)NC)c2ccccc2)n1,451.58,3.93,132.54,12,5,10,3,3,0.43,33,no,0
980,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(F)cc2)n1)c1ccccc1,489.56,4.25,132.54,10,5,10,4,4,0.24,36,no,0
984,CNC(=O)C[C@H](Nc1nc(NCc2cccc(Cl)c2Cl)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,526.43,4.85,132.54,10,5,10,4,4,0.21,36,no,0
989,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccc(C)c2)n1)c1ccccc1,511.63,4.59,123.75,9,4,10,5,4,0.32,38,yes,1
990,CNC(=O)C[C@H](Nc1nc(NCc2cccc(OC(F)(F)F)c2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,541.54,4.45,141.77,11,5,11,4,4,0.24,39,no,0
996,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C(C)C)CC2)n1)c1ccccc1,477.62,3.81,123.75,9,4,10,4,3,0.48,35,no,0
997,CNC(=O)C[C@H](Nc1nc(NCc2ccc(F)c(OC)c2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,505.56,3.7,141.77,11,5,11,4,4,0.24,37,no,0
1005,CNC(=O)C[C@H](Nc1nc(NCCCc2ccccc2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,485.6,3.98,132.54,12,5,10,4,4,0.27,36,no,0
1007,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccc(F)c(F)c2)n1)c1ccccc1,533.59,4.56,123.75,9,4,10,5,4,0.3,39,yes,1
1008,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2cccnc2)n1)c1ccccc1,498.6,3.67,136.64,9,4,11,5,4,0.31,37,no,0
1009,CNC(=O)C[C@H](Nc1nc(NCCC2OCCO2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,467.53,2.11,151,11,5,12,4,3,0.41,34,no,0
1015,CNC(=O)C[C@H](Nc1nc(NCc2ccc(Cl)cc2Cl)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,526.43,4.85,132.54,10,5,10,4,4,0.21,36,no,0
1016,CNC(=O)C[C@H](Nc1nc(NCC2CCC2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,435.54,3.15,132.54,10,5,10,4,3,0.41,32,no,0
1017,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCC(C)(C)CC2)n1)c1ccccc1,463.59,3.56,123.75,8,4,10,4,3,0.46,34,yes,1
1020,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccc(Br)cc2)n1)c1ccccc1,550.47,4.87,132.54,10,5,10,4,4,0.24,36,no,0
1028,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(NC2CCC(C(F)(F)F)CC2)n1)c1ccccc1,517.56,4.47,132.54,9,5,10,4,3,0.46,37,no,0
1031,CNC(=O)C[C@H](Nc1nc(NCCc2ccccc2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,471.57,3.59,132.54,11,5,10,4,4,0.24,35,no,0
1040,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N2CCCC2c2ccccc2)n1)c1ccccc1,497.61,4.28,123.75,9,4,10,5,4,0.3,37,no,0
1054,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(NC(C)c2ccccc2F)n1)c1ccccc1,489.56,4.25,132.54,10,5,10,4,4,0.24,36,no,0
1056,CNC(=O)C[C@H](Nc1nc(Nc2cc(C)n[nH]2)nc(N(C(C)C)[C@H](C)c2ccccc2)n1)c1ccccc1,513.65,4.91,123.75,11,4,10,4,4,0.32,38,no,0
1059,CNC(=O)C[C@H](Nc1nc(NCc2ccc(F)cc2C)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,489.56,4,132.54,10,5,10,4,4,0.24,36,yes,1
1062,CNC(=O)C[C@H](Nc1nc(NCc2ccc(F)c(Cl)c2)nc(Nc2cc(C)n[nH]2)n1)c1ccccc1,509.98,4.34,132.54,10,5,10,4,4,0.21,36,no,0
